"IDكود العميل","اسم العميل","رقم الشاسية","نوع الالة","اسم المهندس","نوع العقد","عداد تسليم اسود","عداد تسليم الوان","تاريخ انتهاء العقد","العنوان","التليفون","ملاحظات","Field1"
"","كابتن وليد الطحان","V7C9120121","KY356CI","عادل","ضمان","159438","8463","9/23/2026 12:00:00 AM","الحضرة -- الضمان (5000) نسخة","","",""
"2186","مدرسة الصالحية الابتدائية","V7C9321569","KY356CI","شعبان","ضمان","33045","48263","1/12/2027 12:00:00 AM","بجوار كوبرى الناموس","01228634835","حافظ محمد عبد النعم ياقوت",""
"1866","مكتبة القزاز","V7C932165","KY356CI","رضا","زيارة","","","","باكوس","1289915820","",""
"","بيت الجملة التجمع الخامس التسويق","V7C9422226","KY356CI","وائل","ايجار","57917","40362","","الجولف","","",""
"","بيت الجملة فرع الجولف التسويق","V7F6Z05765","KY300CI","وائل","ايجار","104626","8542","","التجمع الخامس","","",""
"1558","مكتبة عبودى","V8002500131","","شعبان","زيارة","1128475","","","","","تم تغيير الشاسيه",""
"499","مكتبة زكى","V8002900378","MP5001","طارق","زيارة","","","","المطار","1204419940","",""
"835","مكتبة علوانى","V800300203","MP 5001","شعبان","زيارة","","","","شارع السينما -- باكوس","1272515394","",""
"1735","شركة هاى فريت ماستر","V8003300494","MP4000","مجدى","زيارة","","","","محطة الرمل","1285458111","ا / عماد وحيد",""
"296","مدرسة الصفوة","V8005401288","MP5001","ايمن","صيانة","","","10/1/2023 12:00:00 AM","العجمى ك 21","","",""
"908","شركة USC Log","V8012500143","MP5001","وسام","زيارة","","","","","","",""
"768","مكتبة منارة العلم","V8013100139","MP 5001","شعبان","زيارة","1643695","","12/9/2023 12:00:00 AM","غبريال / خلف السكة الحديد -- الضمان ( 5000) نسخة","1288386593","03 / 5023605",""
"1650","ا / محمد شوقى","V8013400187","MP5001","شعبان","زيارة","","","","العوايد عزبة محسن","1274630766","",""
"654","مكتبة افق","V8013400406","MP5001","شعبان","زيارة","","","2/28/2025 12:00:00 AM","طوسون بجوار مزلقان البحرية","1091639965","01285497070",""
"620","فادى سجلات الدخيلة","V8015001194","MP4000","يوسف","زيارة","","","","الدخيلة","1002271483","",""
"1603","مكتبة عبودى","V8022500181","5001","شعبان","زيارة","267179","","","الحضرة","1204376300","حمدى عبد الغفار",""
"1706","مدرسة ملك حفنى","V8203700601","MP1022","شعبان","زيارة","","","","","","",""
"1488","شركة ثرى استار","V8203800228","MP2851","عادل","ايجار","172399","","","المنطقة الحرة","1287900977","ا/ عمرو",""
"289","الصواف","v8203800309","mp2851","مجدى","زيارة","","","7/1/2023 12:00:00 AM","المنشية بجوار السنترال","1272364807","",""
"1614","المهندسون المتحدون","V8203800894","2851","كريم","زيارة","209823","","","داخل الجامعة الأهلية بكبرى الناموس","1287351191","م/ أحمد على",""
"972","مكتبة الريادة","V8203900489","MP3350","طارق","زيارة","","","","الورديان","1021652255","",""
"","علي امبروزو سجل محرم","V8204100745","MP2851","شعبان","زيارة","547325","","","امبروزو","1271840522","",""
"131","ا/ امنية محمود الميناء","V8204100745 ش","MP2851","","ارشيف","","","","الميناء / باب 14","1274223135","",""
"392","نادى الهلال","V8204101834","MP 2851","طارق","زيارة","","","","باكوس","1282646989","01270965960",""
"749","الحراريات (مشتريات خارجية)","V8204201278","MP2851","شعبان","صيانة","262993","","1/31/2027 12:00:00 AM","الحضرة","1200155670","تجديد سنوي تلقائى",""
"877","مدرسة شيبوب (صباحى)","V8204301333","MP2550","اسامة","زيارة","","","","المعمورة","1503736664","01008835755",""
"27","اليكس لايف","V8204500793","mp2851","ايمن","صيانة","","","","العجمى الهانوفيل / تجديد شهرى","","تجديد شهرى",""
"2063","مكتبة شاكر","V8204501286","MP2851","شعبان","ايجار","428773","","","بجوار الشركة","1275248552","",""
"770","مكتبة اشرف (بولينو)","V8204501534","MP 2852","شعبان","زيارة","","","","40 ش / بولينو","","03 / 3938075",""
"1728","احمد جيمى المدرية القديمة","V8204502012 ش","MP3325","","ارشيف","267567","","","المديرية القديمة","01553588828","",""
"735","مطبعة اسكندرية","V8204600616","MP 2851","رحيم","زيارة","","","","ش / الملك حفنى -- بجوار قرية بلبع","1001465797","ح / نبيل",""
"790","ح / سيد عمران ( الميناء )","V8204701812","MP 2851","ايمن","زيارة","662051","","","داخل الميناء","1227747353","",""
"703","ا / نسرين ( بندق)","V8204800851","MP2851","ايمن","صيانة","491970","","2/7/2024 12:00:00 AM","المينا -- الضمان (10000) نسخة","","تم دفع 7000 جنية وباقي 5000 جنية  واول قسط شهر 10/2023",""
"644","نور الاسلام (الملاحة)","V8213701120","MP2851","طارق","زيارة","","","8/31/2024 12:00:00 AM","المندرة الملاحة","1006762570","ح / مصطفى",""
"1099","مصطفى البكاتوشى","V8213800000","MP2852","شعبان","زيارة","","","","","","",""
"1794","مدرسة البكاتوشى","V8213900921","MP1022","شعبان","زيارة","","","","حجر النواتية","","",""
"22","مباحث الميناء (القسم القديم)","v8213901348","mp2851","ايمن","زيارة","","","","الميناء","","",""
"1592","محل فواز","V8214101036","","السيد","زيارة","62652","","","باكوس أمام الرعاية","1227872937","",""
"998","مكتبة الكبير( النهضة)","V8214300481","MP2851","يحيي","زيارة","","","","البرج -- النهضة","1009578524","ح / جمعة علام",""
"686","مكتب م / خالد E D J","V8214300684","MP2851","شعبان","زيارة","152674","","11/24/2023 12:00:00 AM","سبا باشا ش / عبد السلام عارف","1065250414","ا / علياء",""
"459","شركة انترمنت","V8214301413","MP2851","طارق","زيارة","","","","العامرية / الناصرية","1220205250","",""
"771","ا / محمود محمد ( استانلى)","V8305201632","MP 3351","شعبان","زيارة","","","","استانلى بجوار التامين الصحى","1208909776","",""
"280","اليكس لايف (الكونتروال)","V8313700269","mp3351","ايمن","صيانة","","","","العجمى الهانوفيل / تجديد شهرى","","تجديد شهرى",""
"856","الحراريات (ش قانونية)","V8314400059","MP2851","شعبان","صيانة","1520965","","1/31/2027 12:00:00 AM","الحضرة","1200155670","0126430865/اشرف البدرى",""
"","ا / حسين الاسيوطى","V838107133","KY3560 CI","كريم","زيارة","","","","","","",""
"1777","مدرسة اشرف الخواجة","V857X02771","KY3060CI","رضا","ضمان","9595","9707","1/20/2026 12:00:00 AM","سموحة","1270706558","ا / هند السيد",""
"1781","ا / وليد عبد الغنى حجازى","V865700471","KY3065CI","ايمن","ضمان","45097","27778","","ميناء الاسكندرية","1026100383","01283207525",""
"1748","معهد مصر للدراسات اللاسلكية","V866X02756 ش","KY3065CI","","ارشيف","10698","33154","1/5/2026 12:00:00 AM","محرم بيك","1119059151","03/",""
"1778","ا / محمد بدوى","V885900430","KY3565CI","رضا","زيارة","81504","70715","4/22/2026 12:00:00 AM","قنال المحمودية -- محرم بيك","1223725611","سامح العربى",""
"2199","شركة انابيب البترول","V887707614","P-C3565I","عادل","ايجار","46213","22723","","فاكس","","",""
"2066","بيت الجملة فرع باكوس","V887808413","KY3565IMF","السيد","ايجار","33095","48404","","باكوس","","",""
"706","مطبعة الولاء","V9033500002","Pro751","مجدى","زيارة","1952654","1919296","","الحضرة / بجوار قهوة حسان","1111190791","01221855250",""
"832","ا / نادر السيد","V9304702329","MPC 3001","اسامة","زيارة","","","","المهدية","","",""
"85","الضحي و البسملة","V9304801899","MPC3001","","زيارة","","","5/30/2025 12:00:00 AM","العصافرة / على القطار","1551116471","",""
"868","مكتبة ال عيسى","V9304802358","MPC3001","شعبان","زيارة","70480","117921","5/25/2024 12:00:00 AM","ش / الترعة","1273231416","ا / ابراهيم ال عيسى",""
"480","سيبر امزون","V9314001480","MPC3001","شعبان","زيارة","","","","كفر عبدة","1098242656","ا/ تامر",""
"358","القبطان (ا/ فهمي)","V9314100287","MPC3001","طارق","زيارة","214056","124339","1/4/2024 12:00:00 AM","المنشية / سوق الورق","1093145771","01022349477",""
"839","اوتو نت","V9314502934","MPC3001","شعبان","زيارة","","","","اخر نزلة ابو سعدة","1033253975","",""
"714","السلسبيل اكاديمى","V9314603110","MPC3001","شعبان","زيارة","40032","54870","3/1/2024 12:00:00 AM","امام صيدلية ابو الخير -- الضمان (10000) نسخة","1277761712","01093748895",""
"897","ا / محمد طايل المحامى","V9314603701","","وسام","زيارة","","","","","","",""
"110","المنطقة الشمالية(شعبة التدريب)","V9314700650","mpc3001","","صيانة","","","4/20/2025 12:00:00 AM","سيدى جابر","1010575272","03/5463247",""
"106","المعتز","V9314702744","mpc3001","مجدى","صيانة","","","12/6/2026 12:00:00 AM","المنشية","1003699978","(01066557349)",""
"494","مكتبة ام مازن","V9314704442","MPc3001","طارق","زيارة","86562","363648","2/3/2023 12:00:00 AM","ش المستعمرة  - عبد القادر","1226413919","او الضمان (10000) نسخة",""
"267","مركز الفتح  صبري","V9323701264","mpc3001","طارق","زيارة","","","","الحضرة ش الزهور","1554977755","01026824821",""
"976","سنترال الجزيرة","V936X02493","KY3011","طارق","زيارة","510820","","8/17/2024 12:00:00 AM","كرموز","1202990116","ح / محمد -- تبع ابو هبة",""
"1583","مكتبة على فون","V9414100555","MP2800","السيد","زيارة","675035","252555","","العوايد ضيف - حوض 6","1032633196","",""
"592","مطبعة محمد عطية","V9713701076","MPC2051","مجدى","زيارة","","","","ش / صلاح الدين ابو سليمان","1221227917","",""
"1482","الفريدة للصناعات الغذائية","V9713801977","MPC2051","رضا","زيارة","97018","163545","12/15/2025 12:00:00 AM","برج العرب  الضمان 10000 نسخة أو ستة أشهر","1116877997","ا. هانى محمود",""
"546","مكتب كون كريت","V9713901075","MPC2051","مجدى","زيارة","36450","168736","9/19/2026 12:00:00 AM","411 طريق الجيش / ثروت -- تم الغاء العقد","1061368391","ا /علاء الصافي 03/5835591",""
"277","مصنع نجم للملابس","V9713901312","mpc2050","شعبان","صيانة","","","3/28/2027 12:00:00 AM","الحضرة الجديدة","1221260660","01200089947",""
"982","مكتبة ال الخير","V9714102129","MP2051","اسامة","زيارة","","","","","","",""
"798","شركة ابيار للملابس","V9714200013","MPC 2050","رضا","زيارة","","","","الربعة الناصرية","1278531806","ا / محمد علوانى",""
"997","شركة الاقصى (الجامعة الاهلية)","V9714300831","MPC2051","يحيي","زيارة","","","","الالة داخل / الجامعة الاهلية","1201116662","ا / اسلام الجندى",""
"433","مكتب الرائد للخدمات ","V9714302496","mpc2551","ايمن","صيانة","","","6/1/2024 12:00:00 AM","المنشية ش النصر","","",""
"1745","مكتبة السعد","V9714400835 ش","MPC2051","","ارشيف","175543","81561","","حجر النواتية","1273241020","",""
